plato_id,nombre_plato,categoria_plato,precio,popularidad,rating,restaurante_id,nombre_restaurante,categoria_rest,latitud,longitud,year,month,day,weekday,es_favorito,lunes_apertura_min,lunes_cierre_min,martes_apertura_min,martes_cierre_min,miércoles_apertura_min,miércoles_cierre_min,jueves_apertura_min,jueves_cierre_min,viernes_apertura_min,viernes_cierre_min,sábado_apertura_min,sábado_cierre_min,domingo_apertura_min,domingo_cierre_min,telefono
complementary_plate_saludable_30,Salmón a la Plancha del Chef,Saludable,62000,41,3.5,rest_saludable_14,Green & Co,Saludable,5.6518317,-73.5022105,2025,9,21,6,0,420,1380,420,1380,420,1380,420,1380,420,1380,450,1387,397,1423,
complementary_plate_saludable_31,Wrap de Vegetales,Saludable,86000,33,3.7,rest_saludable_13,Organic Bowl,Saludable,5.6556002,-73.5105386,2025,5,29,3,1,420,1380,420,1380,420,1380,420,1380,420,1380,470,1433,376,1439,
complementary_plate_saludable_32,Ensalada Gourmet,Saludable,76500,48,4.8,rest_saludable_3,Green & Co,Saludable,5.6335198,-73.5046802,2024,4,29,0,1,720,1380,720,1380,720,1380,720,1380,720,1380,733,1430,694,1430,3366600622
complementary_plate_saludable_33,Bowl Poké,Saludable,50000,41,4.3,rest_saludable_12,Green & Co,Saludable,5.6350233,-73.5318947,2024,10,25,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,448,1397,418,1412,3895961452
complementary_plate_saludable_34,Plato Vegano,Saludable,89500,51,4.6,rest_saludable_18,Organic Bowl,Saludable,5.6237593,-73.5164966,2025,2,26,2,0,600,120,600,120,600,120,600,120,600,120,567,144,645,117,3946497974
complementary_plate_saludable_35,Ensalada César,Saludable,69500,49,4.4,rest_saludable_4,Healthy Bites,Saludable,5.6431312,-73.5119544,2026,1,21,2,0,600,120,600,120,600,120,600,120,600,120,640,133,654,177,3311783871
complementary_plate_saludable_36,Buddha Bowl Clásico,Saludable,50000,50,4.2,rest_saludable_3,Vida Sana,Saludable,5.6214377,-73.5127955,2025,5,2,4,0,600,120,600,120,600,120,600,120,600,120,598,90,594,115,3366219344
complementary_plate_saludable_37,Wrap de Vegetales,Saludable,56000,45,3.6,rest_saludable_8,Organic Bowl,Saludable,5.6386239,-73.5236739,2024,2,21,2,1,420,1380,420,1380,420,1380,420,1380,420,1380,370,1397,445,1433,3660569282
complementary_plate_saludable_38,Plato Vegano,Saludable,81000,36,4.0,rest_saludable_15,Vida Sana,Saludable,5.6417058,-73.5393842,2024,8,24,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,510,1302,420,1317,3800231438
complementary_plate_saludable_39,Ensalada Gourmet,Saludable,72000,47,4.1,rest_saludable_8,Healthy Bites,Saludable,5.6314617,-73.516683,2025,11,26,2,1,480,1320,480,1320,480,1320,480,1320,480,1320,509,1333,524,1305,3128658787
complementary_plate_saludable_40,Bowl Poké Premium,Saludable,62500,48,4.4,rest_saludable_5,Healthy Bites,Saludable,5.6436333,-73.5298759,2025,9,23,1,0,480,1320,480,1320,480,1320,480,1320,480,1320,513,1303,433,1330,3255502111
complementary_plate_saludable_41,Bowl Poké Premium,Saludable,58500,36,4.1,rest_saludable_15,Healthy Bites,Saludable,5.62122,-73.5219898,2024,5,17,4,0,480,1320,480,1320,480,1320,480,1320,480,1320,498,1373,441,1346,3689429599
complementary_plate_saludable_42,Sushi Saludable Clásico,Saludable,81000,53,5.0,rest_saludable_5,Healthy Bites,Saludable,5.6214939,-73.5016968,2025,3,21,4,0,480,1320,480,1320,480,1320,480,1320,480,1320,534,1302,437,1305,3772472515
complementary_plate_saludable_43,Sushi Saludable,Saludable,65500,41,3.7,rest_saludable_1,Organic Bowl,Saludable,5.652904,-73.5240386,2024,3,1,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,442,1360,391,1420,
complementary_plate_saludable_44,Buddha Bowl,Saludable,94000,50,3.8,rest_saludable_16,Green & Co,Saludable,5.6344076,-73.5064079,2025,6,6,4,1,720,1380,720,1380,720,1380,720,1380,720,1380,726,1427,725,1374,3168985200
complementary_plate_saludable_45,Bowl de Quinoa,Saludable,100000,58,4.5,rest_saludable_11,Green & Co,Saludable,5.6250824,-73.5324584,2025,2,2,6,0,480,1320,480,1320,480,1320,480,1320,480,1320,450,1353,501,1366,3208204882
complementary_plate_saludable_46,Carpaccio de Atún,Saludable,52500,41,4.4,rest_saludable_1,Healthy Bites,Saludable,5.6408897,-73.5131016,2025,11,24,0,0,600,120,600,120,600,120,600,120,600,120,650,162,593,136,3238174506
complementary_plate_saludable_47,Ensalada Gourmet,Saludable,50500,42,4.3,rest_saludable_13,Healthy Bites,Saludable,5.6507997,-73.5009197,2024,11,30,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,453,1317,425,1297,
complementary_plate_saludable_48,Carpaccio de Atún Premium,Saludable,50000,51,4.3,rest_saludable_19,Organic Bowl,Saludable,5.6286328,-73.5359243,2025,1,2,3,0,720,1380,720,1380,720,1380,720,1380,720,1380,695,1360,699,1360,3634220194
complementary_plate_saludable_49,Ensalada César,Saludable,66000,40,3.9,rest_saludable_15,Healthy Bites,Saludable,5.6449156,-73.5396672,2025,10,11,5,0,420,1380,420,1380,420,1380,420,1380,420,1380,449,1405,453,1380,
complementary_plate_saludable_50,Bowl de Quinoa,Saludable,100000,50,3.9,rest_saludable_1,Vida Sana,Saludable,5.6234139,-73.5226567,2024,2,19,0,0,420,1380,420,1380,420,1380,420,1380,420,1380,445,1434,454,1372,3304214349
complementary_plate_vegetariana_1,Pasta con Vegetales,Vegetariana,14000,80,4.5,rest_vegetariana_1,Sabor Verde,Vegetariana,5.6220673,-73.536295,2025,10,9,3,0,600,120,600,120,600,120,600,120,600,120,584,156,606,123,3974883897
complementary_plate_vegetariana_2,Tacos Vegetarianos,Vegetariana,9000,72,3.4,rest_vegetariana_17,Vegano,Vegetariana,5.6412542,-73.5100646,2024,10,28,0,0,600,120,600,120,600,120,600,120,600,120,574,157,548,123,3597837856
complementary_plate_vegetariana_3,Pasta con Vegetales,Vegetariana,14500,85,4.4,rest_vegetariana_4,Veggie Garden,Vegetariana,5.6416254,-73.5034181,2024,6,29,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,483,1362,441,1337,3500626337
complementary_plate_vegetariana_4,Falafel,Vegetariana,14000,84,4.3,rest_vegetariana_2,Plant Power,Vegetariana,5.6454972,-73.5226392,2025,8,7,3,1,480,1320,480,1320,480,1320,480,1320,480,1320,425,1291,451,1295,
complementary_plate_vegetariana_5,Lasaña Vegetariana del Chef,Vegetariana,15500,81,5.0,rest_vegetariana_17,Sabor Verde,Vegetariana,5.6490437,-73.5296515,2025,10,7,1,0,720,1380,720,1380,720,1380,720,1380,720,1380,701,1381,713,1390,
complementary_plate_vegetariana_6,Pizza Vegetariana Clásico,Vegetariana,10000,73,3.9,rest_vegetariana_3,Sabor Verde,Vegetariana,5.6590341,-73.5226239,2025,3,8,5,1,720,1380,720,1380,720,1380,720,1380,720,1380,688,1416,665,1401,
complementary_plate_vegetariana_7,Lasaña Vegetariana Premium,Vegetariana,13000,75,3.0,rest_vegetariana_19,Vegano,Vegetariana,5.640652,-73.5110621,2025,1,25,5,1,480,1320,480,1320,480,1320,480,1320,480,1320,467,1315,457,1362,3979914298
complementary_plate_vegetariana_8,Pasta con Vegetales,Vegetariana,12500,82,4.0,rest_vegetariana_8,Vegano,Vegetariana,5.6329183,-73.5396378,2026,1,13,1,0,720,1380,720,1380,720,1380,720,1380,720,1380,753,1419,757,1381,3104672412
complementary_plate_vegetariana_9,Curry Vegetariano Clásico,Vegetariana,10000,92,4.3,rest_vegetariana_17,Veggie Garden,Vegetariana,5.6518074,-73.5164218,2025,7,11,4,0,480,1320,480,1320,480,1320,480,1320,480,1320,462,1290,517,1374,
complementary_plate_vegetariana_10,Pizza Vegetariana,Vegetariana,10500,85,4.0,rest_vegetariana_14,Plant Power,Vegetariana,5.6308333,-73.5154683,2024,8,23,4,0,600,120,600,120,600,120,600,120,600,120,602,97,558,125,3985592965
complementary_plate_vegetariana_11,Wrap Vegetal,Vegetariana,10000,69,3.1,rest_vegetariana_19,Vegano,Vegetariana,5.6375589,-73.5144925,2025,11,22,5,0,600,120,600,120,600,120,600,120,600,120,635,100,614,102,3299416696
complementary_plate_vegetariana_12,Lasaña Vegetariana de la Casa,Vegetariana,7000,90,4.1,rest_vegetariana_15,Sabor Verde,Vegetariana,5.6231383,-73.5303191,2025,3,18,1,0,600,120,600,120,600,120,600,120,600,120,624,106,570,127,3247276768
complementary_plate_vegetariana_13,Pizza Vegetariana,Vegetariana,14000,80,4.6,rest_vegetariana_15,Plant Power,Vegetariana,5.621014,-73.5114379,2024,11,3,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,669,1375,677,1424,3274953639
complementary_plate_vegetariana_14,Falafel,Vegetariana,16500,67,2.5,rest_vegetariana_3,Sabor Verde,Vegetariana,5.6585059,-73.5363443,2025,10,7,1,0,600,120,600,120,600,120,600,120,600,120,555,158,585,116,
complementary_plate_vegetariana_15,Hamburguesa Vegetariana,Vegetariana,13500,85,4.0,rest_vegetariana_3,Sabor Verde,Vegetariana,5.6534392,-73.5320292,2025,9,8,0,0,420,1380,420,1380,420,1380,420,1380,420,1380,465,1440,449,1427,
complementary_plate_vegetariana_16,Lasaña Vegetariana,Vegetariana,11000,78,3.5,rest_vegetariana_13,Plant Power,Vegetariana,5.647839,-73.5049012,2026,1,6,1,1,420,1380,420,1380,420,1380,420,1380,420,1380,410,1415,366,1436,
complementary_plate_vegetariana_17,Pizza Vegetariana,Vegetariana,11500,69,3.9,rest_vegetariana_7,Plant Power,Vegetariana,5.6363581,-73.5104511,2025,9,26,4,1,720,1380,720,1380,720,1380,720,1380,720,1380,672,1409,673,1367,3352691908
complementary_plate_vegetariana_18,Pizza Vegetariana,Vegetariana,18000,90,4.1,rest_vegetariana_1,Sabor Verde,Vegetariana,5.6269318,-73.5394502,2025,11,22,5,0,420,1380,420,1380,420,1380,420,1380,420,1380,447,1430,480,1432,3583787141
complementary_plate_vegetariana_19,Pizza Vegetariana Clásico,Vegetariana,11000,69,3.2,rest_vegetariana_15,Veggie Garden,Vegetariana,5.6262575,-73.5300649,2025,12,25,3,0,720,1380,720,1380,720,1380,720,1380,720,1380,775,1432,716,1366,3608920807
complementary_plate_vegetariana_20,Falafel,Vegetariana,12000,79,3.8,rest_vegetariana_12,Vegano,Vegetariana,5.6300097,-73.5314237,2025,8,14,3,0,720,1380,720,1380,720,1380,720,1380,720,1380,778,1423,715,1400,3869896972
complementary_plate_vegetariana_21,Hamburguesa Vegetariana,Vegetariana,12500,73,2.6,rest_vegetariana_10,Plant Power,Vegetariana,5.6419691,-73.5291677,2024,4,15,0,1,720,1380,720,1380,720,1380,720,1380,720,1380,695,1385,717,1369,3314763327
complementary_plate_vegetariana_22,Pizza Vegetariana,Vegetariana,7500,94,4.6,rest_vegetariana_7,Plant Power,Vegetariana,5.6485838,-73.5300976,2024,12,4,2,0,600,120,600,120,600,120,600,120,600,120,652,160,601,97,
complementary_plate_vegetariana_23,Falafel,Vegetariana,12000,76,2.9,rest_vegetariana_9,Sabor Verde,Vegetariana,5.6464079,-73.5374989,2025,1,5,6,0,480,1320,480,1320,480,1320,480,1320,480,1320,468,1335,481,1359,
complementary_plate_vegetariana_24,Lasaña Vegetariana,Vegetariana,10500,81,3.6,rest_vegetariana_12,Vegano,Vegetariana,5.6311974,-73.5216424,2024,8,13,1,0,480,1320,480,1320,480,1320,480,1320,480,1320,460,1366,448,1293,3729443275
complementary_plate_vegetariana_25,Lasaña Vegetariana,Vegetariana,8500,76,4.2,rest_vegetariana_19,Veggie Garden,Vegetariana,5.6581946,-73.5106907,2025,6,27,4,1,720,1380,720,1380,720,1380,720,1380,720,1380,672,1381,744,1380,
complementary_plate_vegetariana_26,Tacos Vegetarianos,Vegetariana,14500,86,5.0,rest_vegetariana_1,Sabor Verde,Vegetariana,5.6495159,-73.5157307,2024,6,11,1,0,420,1380,420,1380,420,1380,420,1380,420,1380,479,1372,382,1380,
complementary_plate_vegetariana_27,Wrap Vegetal,Vegetariana,18000,64,3.2,rest_vegetariana_3,Vegano,Vegetariana,5.6421742,-73.5130851,2025,12,30,1,0,720,1380,720,1380,720,1380,720,1380,720,1380,732,1374,767,1413,3595191497
complementary_plate_vegetariana_28,Falafel,Vegetariana,14500,77,4.3,rest_vegetariana_11,Plant Power,Vegetariana,5.6444688,-73.536754,2025,9,26,4,0,720,1380,720,1380,720,1380,720,1380,720,1380,737,1378,662,1417,
complementary_plate_vegetariana_29,Pasta con Vegetales del Chef,Vegetariana,11000,82,3.8,rest_vegetariana_12,Sabor Verde,Vegetariana,5.636784,-73.5019404,2025,11,24,0,1,420,1380,420,1380,420,1380,420,1380,420,1380,367,1352,378,1425,3775483283
complementary_plate_vegetariana_30,Pasta con Vegetales de la Casa,Vegetariana,14500,73,3.1,rest_vegetariana_11,Vegano,Vegetariana,5.6299092,-73.5064603,2024,4,13,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,463,1328,461,1307,3860863838
complementary_plate_vegetariana_31,Curry Vegetariano,Vegetariana,12500,73,4.1,rest_vegetariana_6,Sabor Verde,Vegetariana,5.6342389,-73.5077964,2025,9,29,0,0,420,1380,420,1380,420,1380,420,1380,420,1380,388,1435,435,1372,3356786883
complementary_plate_vegetariana_32,Tacos Vegetarianos,Vegetariana,7500,71,3.8,rest_vegetariana_19,Plant Power,Vegetariana,5.6503138,-73.5070806,2024,4,23,1,0,600,120,600,120,600,120,600,120,600,120,648,162,544,113,
complementary_plate_vegetariana_33,Arepa con Queso,Vegetariana,17500,90,4.1,rest_vegetariana_3,Sabor Verde,Vegetariana,5.6205757,-73.5026916,2025,8,19,1,0,600,120,600,120,600,120,600,120,600,120,558,132,635,99,3271994262
complementary_plate_vegetariana_34,Pizza Vegetariana,Vegetariana,13500,72,3.4,rest_vegetariana_2,Veggie Garden,Vegetariana,5.6246429,-73.5182298,2026,2,5,3,1,600,120,600,120,600,120,600,120,600,120,541,123,566,121,3385828609
complementary_plate_vegetariana_35,Falafel Clásico,Vegetariana,15500,72,3.5,rest_vegetariana_16,Vegano,Vegetariana,5.6218401,-73.5319887,2025,10,26,6,0,600,120,600,120,600,120,600,120,600,120,633,143,561,142,3621469303
complementary_plate_vegetariana_36,Lasaña Vegetariana,Vegetariana,15500,77,4.0,rest_vegetariana_3,Sabor Verde,Vegetariana,5.6216292,-73.5153287,2025,10,22,2,0,720,1380,720,1380,720,1380,720,1380,720,1380,717,1359,762,1354,3385232149
complementary_plate_vegetariana_37,Wrap Vegetal Especial,Vegetariana,17000,71,3.7,rest_vegetariana_20,Sabor Verde,Vegetariana,5.6542184,-73.5102847,2024,6,8,5,1,720,1380,720,1380,720,1380,720,1380,720,1380,773,1398,680,1359,
complementary_plate_vegetariana_38,Curry Vegetariano,Vegetariana,11500,79,3.9,rest_vegetariana_7,Veggie Garden,Vegetariana,5.6481463,-73.5104833,2025,3,4,1,0,480,1320,480,1320,480,1320,480,1320,480,1320,475,1373,441,1367,
complementary_plate_vegetariana_39,Lasaña Vegetariana,Vegetariana,7000,82,3.9,rest_vegetariana_4,Sabor Verde,Vegetariana,5.638967,-73.519142,2025,6,8,6,0,600,120,600,120,600,120,600,120,600,120,629,160,632,159,3300495076
complementary_plate_vegetariana_40,Pasta con Vegetales,Vegetariana,9000,61,2.7,rest_vegetariana_3,Veggie Garden,Vegetariana,5.6239134,-73.5372617,2024,11,26,1,0,600,120,600,120,600,120,600,120,600,120,613,160,647,152,3404476999
complementary_plate_vegetariana_41,Pasta con Vegetales,Vegetariana,17000,71,3.3,rest_vegetariana_4,Veggie Garden,Vegetariana,5.6396646,-73.5251555,2024,10,10,3,0,600,120,600,120,600,120,600,120,600,120,565,102,543,116,3102009606
complementary_plate_vegetariana_42,Lasaña Vegetariana,Vegetariana,13500,75,3.2,rest_vegetariana_12,Vegano,Vegetariana,5.6389389,-73.5031693,2025,8,1,4,1,600,120,600,120,600,120,600,120,600,120,600,152,654,174,3369995213
complementary_plate_vegetariana_43,Falafel,Vegetariana,16500,77,3.8,rest_vegetariana_19,Plant Power,Vegetariana,5.6269281,-73.516622,2025,5,7,2,0,420,1380,420,1380,420,1380,420,1380,420,1380,383,1407,365,1383,3636330167
complementary_plate_vegetariana_44,Pizza Vegetariana,Vegetariana,12500,85,4.0,rest_vegetariana_8,Vegano,Vegetariana,5.6373541,-73.5184667,2024,6,13,3,0,720,1380,720,1380,720,1380,720,1380,720,1380,756,1439,745,1362,3895844982
complementary_plate_vegetariana_45,Falafel,Vegetariana,11000,70,3.3,rest_vegetariana_10,Plant Power,Vegetariana,5.6359402,-73.5292459,2024,10,7,0,0,600,120,600,120,600,120,600,120,600,120,644,156,593,158,3408146626
complementary_plate_vegetariana_46,Wrap Vegetal del Chef,Vegetariana,16000,72,2.5,rest_vegetariana_15,Plant Power,Vegetariana,5.644634,-73.525262,2025,10,6,0,0,600,120,600,120,600,120,600,120,600,120,655,94,604,163,
complementary_plate_vegetariana_47,Curry Vegetariano,Vegetariana,11500,79,3.6,rest_vegetariana_5,Vegano,Vegetariana,5.6454037,-73.5041862,2025,7,15,1,0,720,1380,720,1380,720,1380,720,1380,720,1380,687,1374,676,1355,
complementary_plate_vegetariana_48,Wrap Vegetal,Vegetariana,8500,81,4.5,rest_vegetariana_17,Sabor Verde,Vegetariana,5.6218122,-73.5133415,2025,4,30,2,1,420,1380,420,1380,420,1380,420,1380,420,1380,476,1358,371,1399,3770388818
complementary_plate_vegetariana_49,Wrap Vegetal Especial,Vegetariana,16000,70,3.3,rest_vegetariana_5,Vegano,Vegetariana,5.6349845,-73.5085045,2025,9,6,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,520,1379,499,1365,3649727410
complementary_plate_vegetariana_50,Wrap Vegetal de la Casa,Vegetariana,17500,75,3.3,rest_vegetariana_16,Sabor Verde,Vegetariana,5.6450344,-73.5218262,2025,1,10,4,1,480,1320,480,1320,480,1320,480,1320,480,1320,492,1302,520,1326,
complementary_plate_vegetariana_51,Tacos Vegetarianos,Vegetariana,16000,85,4.1,rest_vegetariana_13,Vegano,Vegetariana,5.6401255,-73.5147901,2025,12,29,0,0,480,1320,480,1320,480,1320,480,1320,480,1320,442,1325,471,1308,3847409871
complementary_plate_vegetariana_52,Risotto de Hongos,Vegetariana,13500,78,4.8,rest_vegetariana_9,Sabor Verde,Vegetariana,5.6542596,-73.5300647,2025,3,25,1,1,720,1380,720,1380,720,1380,720,1380,720,1380,666,1410,777,1384,
complementary_plate_vegetariana_53,Falafel Clásico,Vegetariana,18000,78,4.2,rest_vegetariana_20,Sabor Verde,Vegetariana,5.6463477,-73.5117816,2024,12,7,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,531,1319,437,1328,
complementary_plate_vegetariana_54,Falafel Clásico,Vegetariana,8500,82,3.7,rest_vegetariana_6,Veggie Garden,Vegetariana,5.6265174,-73.5228959,2024,8,28,2,0,720,1380,720,1380,720,1380,720,1380,720,1380,716,1377,776,1402,3902791392
complementary_plate_vegetariana_55,Wrap Vegetal Especial,Vegetariana,11000,74,4.2,rest_vegetariana_7,Plant Power,Vegetariana,5.6228227,-73.5222982,2025,7,24,3,0,420,1380,420,1380,420,1380,420,1380,420,1380,450,1414,411,1367,3309846384
complementary_plate_vegetariana_56,Arepa con Queso,Vegetariana,13500,73,3.0,rest_vegetariana_13,Vegano,Vegetariana,5.6456968,-73.5140271,2024,9,7,5,0,720,1380,720,1380,720,1380,720,1380,720,1380,664,1408,666,1396,
complementary_plate_vegetariana_57,Falafel,Vegetariana,18000,83,3.4,rest_vegetariana_18,Vegano,Vegetariana,5.6210605,-73.5025488,2024,6,16,6,0,480,1320,480,1320,480,1320,480,1320,480,1320,450,1337,482,1366,3261631357
complementary_plate_vegetariana_58,Pizza Vegetariana,Vegetariana,13500,83,4.0,rest_vegetariana_6,Vegano,Vegetariana,5.643431,-73.5374397,2025,12,18,3,0,420,1380,420,1380,420,1380,420,1380,420,1380,380,1383,455,1438,3704225076
complementary_plate_vegetariana_59,Lasaña Vegetariana,Vegetariana,8000,79,3.1,rest_vegetariana_1,Veggie Garden,Vegetariana,5.6576092,-73.5070103,2024,3,10,6,1,720,1380,720,1380,720,1380,720,1380,720,1380,742,1378,746,1376,
complementary_plate_vegetariana_60,Arepa con Queso,Vegetariana,9000,82,3.8,rest_vegetariana_9,Sabor Verde,Vegetariana,5.643019,-73.5283047,2024,2,8,3,1,720,1380,720,1380,720,1380,720,1380,720,1380,742,1372,736,1351,3922175620
complementary_plate_vegetariana_61,Arepa con Queso,Vegetariana,13500,78,4.4,rest_vegetariana_4,Vegano,Vegetariana,5.6355268,-73.5222432,2024,6,18,1,0,600,120,600,120,600,120,600,120,600,120,649,134,598,122,3542203418
complementary_plate_vegetariana_62,Lasaña Vegetariana,Vegetariana,11000,78,3.6,rest_vegetariana_3,Veggie Garden,Vegetariana,5.6457315,-73.5391235,2024,10,1,1,0,420,1380,420,1380,420,1380,420,1380,420,1380,431,1432,436,1427,
complementary_plate_vegetariana_63,Lasaña Vegetariana,Vegetariana,18000,70,3.6,rest_vegetariana_5,Sabor Verde,Vegetariana,5.6383301,-73.5279582,2025,7,29,1,0,420,1380,420,1380,420,1380,420,1380,420,1380,441,1391,470,1385,3620947088
complementary_plate_vegetariana_64,Risotto de Hongos,Vegetariana,18000,76,4.5,rest_vegetariana_16,Veggie Garden,Vegetariana,5.6418247,-73.5198948,2024,4,6,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,523,1366,471,1374,3894545029
complementary_plate_vegetariana_65,Hamburguesa Vegetariana,Vegetariana,9500,82,4.0,rest_vegetariana_8,Plant Power,Vegetariana,5.6576586,-73.537753,2025,2,20,3,1,420,1380,420,1380,420,1380,420,1380,420,1380,476,1403,411,1399,
complementary_plate_vegetariana_66,Wrap Vegetal,Vegetariana,15000,83,3.5,rest_vegetariana_5,Veggie Garden,Vegetariana,5.6354441,-73.5203562,2024,10,12,5,0,420,1380,420,1380,420,1380,420,1380,420,1380,424,1388,468,1371,3875414276
complementary_plate_vegetariana_67,Arepa con Queso,Vegetariana,10000,74,2.7,rest_vegetariana_11,Sabor Verde,Vegetariana,5.6584476,-73.5029156,2024,12,3,1,0,720,1380,720,1380,720,1380,720,1380,720,1380,747,1392,743,1361,
complementary_plate_vegetariana_68,Falafel,Vegetariana,15000,84,4.2,rest_vegetariana_7,Veggie Garden,Vegetariana,5.656214,-73.5357843,2024,10,11,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,434,1387,419,1365,
complementary_plate_vegetariana_69,Pasta con Vegetales,Vegetariana,8500,82,3.8,rest_vegetariana_14,Plant Power,Vegetariana,5.6278316,-73.5094224,2025,2,21,4,1,600,120,600,120,600,120,600,120,600,120,607,128,592,96,3553139524
complementary_plate_vegetariana_70,Falafel,Vegetariana,18000,71,2.6,rest_vegetariana_2,Plant Power,Vegetariana,5.6227745,-73.5236132,2025,3,23,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,700,1373,759,1360,3393574773
complementary_plate_vegetariana_71,Tacos Vegetarianos de la Casa,Vegetariana,15500,90,4.8,rest_vegetariana_20,Veggie Garden,Vegetariana,5.6240311,-73.5137931,2025,9,27,5,1,600,120,600,120,600,120,600,120,600,120,575,116,637,111,3244997434
complementary_plate_vegetariana_72,Hamburguesa Vegetariana,Vegetariana,11000,75,4.1,rest_vegetariana_1,Plant Power,Vegetariana,5.6207289,-73.5295905,2025,1,20,0,0,600,120,600,120,600,120,600,120,600,120,591,144,601,139,3554642720
complementary_plate_vegetariana_73,Arepa con Queso,Vegetariana,12000,80,4.6,rest_vegetariana_5,Sabor Verde,Vegetariana,5.6237777,-73.5336203,2025,3,24,0,0,720,1380,720,1380,720,1380,720,1380,720,1380,662,1436,660,1430,3253580861
complementary_plate_vegetariana_74,Pizza Vegetariana Clásico,Vegetariana,13000,72,3.9,rest_vegetariana_17,Sabor Verde,Vegetariana,5.6473203,-73.5335815,2024,10,28,0,0,600,120,600,120,600,120,600,120,600,120,604,165,579,111,
complementary_plate_vegetariana_75,Falafel,Vegetariana,9500,89,4.0,rest_vegetariana_13,Plant Power,Vegetariana,5.6228475,-73.5371803,2025,8,22,4,0,600,120,600,120,600,120,600,120,600,120,653,177,557,133,3884977775
complementary_plate_vegetariana_76,Tacos Vegetarianos,Vegetariana,9500,65,3.3,rest_vegetariana_2,Veggie Garden,Vegetariana,5.632759,-73.5325741,2025,1,27,0,1,720,1380,720,1380,720,1380,720,1380,720,1380,688,1366,687,1352,3458469096
complementary_plate_vegetariana_77,Tacos Vegetarianos Especial,Vegetariana,12500,78,3.9,rest_vegetariana_4,Veggie Garden,Vegetariana,5.653795,-73.5134312,2025,12,19,4,1,420,1380,420,1380,420,1380,420,1380,420,1380,458,1418,439,1356,
complementary_plate_vegetariana_78,Falafel Premium,Vegetariana,13000,77,3.7,rest_vegetariana_14,Veggie Garden,Vegetariana,5.6209309,-73.5047324,2025,4,4,4,0,600,120,600,120,600,120,600,120,600,120,588,105,610,122,3862532565
complementary_plate_vegetariana_79,Curry Vegetariano Especial,Vegetariana,13000,61,3.1,rest_vegetariana_4,Veggie Garden,Vegetariana,5.6525787,-73.507435,2025,4,23,2,0,420,1380,420,1380,420,1380,420,1380,420,1380,439,1427,449,1367,
complementary_plate_vegetariana_80,Wrap Vegetal Clásico,Vegetariana,16000,73,3.3,rest_vegetariana_6,Vegano,Vegetariana,5.6312742,-73.5125946,2025,4,10,3,0,600,120,600,120,600,120,600,120,600,120,565,167,565,123,3409714810
complementary_plate_vegetariana_81,Risotto de Hongos,Vegetariana,8000,69,3.5,rest_vegetariana_3,Veggie Garden,Vegetariana,5.6247266,-73.5355827,2024,3,21,3,0,600,120,600,120,600,120,600,120,600,120,656,116,628,151,3343033537
complementary_plate_vegetariana_82,Pizza Vegetariana Especial,Vegetariana,9000,87,4.1,rest_vegetariana_8,Sabor Verde,Vegetariana,5.6478695,-73.5284325,2024,4,18,3,1,600,120,600,120,600,120,600,120,600,120,559,101,639,155,
complementary_plate_vegetariana_83,Pasta con Vegetales Clásico,Vegetariana,7500,83,4.5,rest_vegetariana_11,Sabor Verde,Vegetariana,5.6451577,-73.5276077,2024,3,15,4,1,420,1380,420,1380,420,1380,420,1380,420,1380,393,1409,366,1362,
complementary_plate_vegetariana_84,Pasta con Vegetales,Vegetariana,10000,67,3.7,rest_vegetariana_9,Vegano,Vegetariana,5.6550989,-73.5300017,2024,5,11,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,432,1295,421,1307,
complementary_plate_vegetariana_85,Curry Vegetariano,Vegetariana,14000,80,4.2,rest_vegetariana_13,Vegano,Vegetariana,5.6494028,-73.5193998,2025,5,4,6,1,420,1380,420,1380,420,1380,420,1380,420,1380,464,1393,383,1364,
complementary_plate_vegetariana_86,Hamburguesa Vegetariana Premium,Vegetariana,8500,72,4.1,rest_vegetariana_19,Veggie Garden,Vegetariana,5.6521392,-73.5185778,2024,12,7,5,1,600,120,600,120,600,120,600,120,600,120,623,111,554,106,
complementary_plate_vegetariana_87,Tacos Vegetarianos,Vegetariana,11000,95,5.0,rest_vegetariana_16,Plant Power,Vegetariana,5.6312814,-73.5257246,2024,9,30,0,0,600,120,600,120,600,120,600,120,600,120,563,168,588,135,3249730387
complementary_plate_vegetariana_88,Risotto de Hongos,Vegetariana,16500,69,3.4,rest_vegetariana_11,Plant Power,Vegetariana,5.6270976,-73.5258484,2024,3,23,5,0,600,120,600,120,600,120,600,120,600,120,596,95,548,123,3836497333
